Order_id,customer,order_date,delivery_date,item_type,quantity
255,Customer_35,8/1/2024,8/6/2024,Books,67
256,Customer_15,11/9/2024,11/18/2024,Food,39
257,Customer_23,10/22/2024,10/28/2024,Furniture,79
258,Customer_15,12/27/2024,1/3/2025,Books,73
259,Customer_34,12/5/2024,12/9/2024,Food,53
260,Customer_30,9/7/2024,9/19/2024,Food,87
261,Customer_9,5/5/2024,5/7/2024,Clothing,77
262,Customer_47,4/18/2024,4/29/2024,Clothing,81
263,Customer_25,9/29/2024,10/5/2024,Food,24
264,Customer_30,1/24/2024,1/25/2024,Clothing,73
265,Customer_25,5/13/2024,5/25/2024,Electronics,91
266,Customer_32,8/12/2024,8/23/2024,Furniture,7
267,Customer_10,10/15/2024,10/25/2024,Clothing,5
268,Customer_43,2/22/2024,3/4/2024,Food,60
269,Customer_42,5/22/2024,6/5/2024,Food,97
270,Customer_37,9/17/2024,9/19/2024,Books,21
271,Customer_14,4/27/2024,5/1/2024,Books,48
272,Customer_2,10/19/2024,11/2/2024,Books,17
273,Customer_34,5/26/2024,6/4/2024,Books,36
274,Customer_41,11/5/2024,11/18/2024,Electronics,16
275,Customer_19,1/11/2024,1/14/2024,Furniture,29
276,Customer_7,11/19/2024,11/30/2024,Clothing,98
277,Customer_11,12/27/2024,1/10/2025,Furniture,61
278,Customer_20,8/4/2024,8/14/2024,Books,97
279,Customer_11,7/16/2024,7/29/2024,Books,99
280,Customer_24,9/10/2024,9/22/2024,Food,45
281,Customer_17,11/26/2024,12/2/2024,Electronics,35
282,Customer_9,4/26/2024,4/27/2024,Electronics,50
283,Customer_22,6/2/2024,6/6/2024,Electronics,89
284,Customer_42,8/22/2024,9/5/2024,Books,46
285,Customer_42,12/13/2024,12/23/2024,Clothing,2
286,Customer_40,4/28/2024,5/11/2024,Books,42
287,Customer_12,9/12/2024,9/20/2024,Electronics,68
288,Customer_11,7/21/2024,7/27/2024,Books,85
289,Customer_32,4/5/2024,4/16/2024,Furniture,83
290,Customer_2,7/22/2024,7/23/2024,Clothing,64
291,Customer_14,12/28/2024,12/31/2024,Electronics,37
292,Customer_11,1/24/2024,1/25/2024,Clothing,86
293,Customer_17,7/22/2024,8/2/2024,Food,15
294,Customer_34,1/10/2024,1/18/2024,Books,57
295,Customer_31,2/20/2024,2/25/2024,Clothing,53
296,Customer_35,5/26/2024,6/3/2024,Furniture,86
297,Customer_7,2/19/2024,2/29/2024,Electronics,3
298,Customer_42,12/22/2024,1/1/2025,Furniture,70
299,Customer_12,12/4/2024,12/11/2024,Food,83
300,Customer_28,4/12/2024,4/17/2024,Electronics,26
301,Customer_7,4/1/2024,4/6/2024,Furniture,82
302,Customer_1,2/24/2024,3/9/2024,Furniture,72
303,Customer_11,3/19/2024,4/2/2024,Electronics,95
304,Customer_38,7/31/2024,8/5/2024,Books,75
305,Customer_32,1/20/2024,1/27/2024,Clothing,20
306,Customer_3,5/31/2024,6/6/2024,Furniture,98
307,Customer_18,4/16/2024,4/27/2024,Electronics,20
308,Customer_19,6/3/2024,6/12/2024,Furniture,94
309,Customer_45,11/30/2024,12/11/2024,Furniture,96
310,Customer_3,6/1/2024,6/4/2024,Furniture,10
311,Customer_15,1/3/2024,1/4/2024,Food,4
312,Customer_17,2/4/2024,2/16/2024,Clothing,24
313,Customer_20,12/10/2024,12/16/2024,Food,26
314,Customer_11,2/10/2024,2/24/2024,Clothing,38
315,Customer_8,6/13/2024,6/26/2024,Clothing,75
316,Customer_8,11/19/2024,11/22/2024,Food,4
317,Customer_27,8/9/2024,8/15/2024,Books,77
318,Customer_50,9/14/2024,9/15/2024,Books,33
319,Customer_11,6/3/2024,6/14/2024,Food,18
320,Customer_1,5/26/2024,6/6/2024,Furniture,43
321,Customer_1,11/25/2024,11/27/2024,Food,90
322,Customer_17,3/13/2024,3/16/2024,Clothing,35
323,Customer_40,7/31/2024,8/9/2024,Books,26
324,Customer_45,4/18/2024,4/22/2024,Books,4
325,Customer_41,5/13/2024,5/22/2024,Food,59
326,Customer_5,8/21/2024,8/25/2024,Furniture,79
327,Customer_1,11/28/2024,12/6/2024,Clothing,15
328,Customer_49,9/5/2024,9/17/2024,Furniture,91
329,Customer_7,10/16/2024,10/25/2024,Electronics,3
330,Customer_31,9/13/2024,9/18/2024,Electronics,30
331,Customer_4,11/30/2024,12/3/2024,Clothing,97
332,Customer_10,4/30/2024,5/10/2024,Food,32
333,Customer_7,5/20/2024,5/31/2024,Books,72
334,Customer_50,2/10/2024,2/13/2024,Food,94
335,Customer_48,6/11/2024,6/15/2024,Books,65
336,Customer_20,11/16/2024,11/21/2024,Electronics,91
337,Customer_14,8/9/2024,8/17/2024,Books,62
338,Customer_42,5/24/2024,5/31/2024,Clothing,69
339,Customer_31,4/29/2024,5/1/2024,Electronics,4
340,Customer_49,10/31/2024,11/4/2024,Clothing,48
341,Customer_27,3/24/2024,3/25/2024,Electronics,25
342,Customer_42,5/19/2024,5/22/2024,Food,1
343,Customer_37,12/6/2024,12/13/2024,Clothing,40
344,Customer_7,7/4/2024,7/7/2024,Food,64
345,Customer_26,2/22/2024,3/4/2024,Electronics,66
346,Customer_6,5/15/2024,5/29/2024,Food,80
347,Customer_13,9/15/2024,9/16/2024,Electronics,1
348,Customer_35,1/31/2024,2/14/2024,Food,65
349,Customer_45,6/15/2024,6/23/2024,Food,35
350,Customer_48,3/7/2024,3/13/2024,Food,7
351,Customer_22,3/20/2024,3/23/2024,Electronics,11
352,Customer_49,1/24/2024,2/7/2024,Food,68
353,Customer_2,8/2/2024,8/10/2024,Food,10
354,Customer_18,1/17/2024,1/27/2024,Furniture,28
355,Customer_17,1/22/2024,1/24/2024,Electronics,13
356,Customer_43,10/23/2024,11/1/2024,Books,56
357,Customer_16,11/25/2024,11/27/2024,Furniture,37
358,Customer_48,6/24/2024,7/1/2024,Electronics,95
359,Customer_40,5/18/2024,5/24/2024,Furniture,51
360,Customer_27,3/30/2024,4/9/2024,Books,28
361,Customer_27,1/31/2024,2/9/2024,Food,56
362,Customer_29,9/19/2024,9/30/2024,Electronics,95
363,Customer_49,9/26/2024,10/7/2024,Electronics,32
364,Customer_37,3/29/2024,4/6/2024,Electronics,79
365,Customer_27,3/14/2024,3/19/2024,Clothing,13
366,Customer_4,4/16/2024,4/17/2024,Clothing,68
367,Customer_35,2/6/2024,2/18/2024,Clothing,59
368,Customer_33,4/16/2024,4/26/2024,Food,87
369,Customer_5,4/30/2024,5/14/2024,Clothing,72
370,Customer_1,4/5/2024,4/12/2024,Electronics,78
371,Customer_13,12/16/2024,12/17/2024,Books,24
372,Customer_28,9/21/2024,10/1/2024,Furniture,88
373,Customer_37,3/14/2024,3/28/2024,Electronics,68
374,Customer_47,10/10/2024,10/24/2024,Electronics,90
375,Customer_34,12/2/2024,12/10/2024,Electronics,32
376,Customer_19,8/26/2024,9/6/2024,Books,12
377,Customer_10,3/2/2024,3/16/2024,Books,47
378,Customer_18,2/15/2024,2/29/2024,Clothing,39
379,Customer_12,2/20/2024,2/25/2024,Food,91
380,Customer_31,5/14/2024,5/25/2024,Books,82
381,Customer_27,2/15/2024,2/23/2024,Furniture,36
382,Customer_36,5/18/2024,5/31/2024,Food,39
383,Customer_13,10/17/2024,10/29/2024,Clothing,72
384,Customer_32,9/19/2024,10/1/2024,Electronics,56
385,Customer_7,7/24/2024,8/1/2024,Furniture,8
386,Customer_24,11/22/2024,12/5/2024,Clothing,88
387,Customer_17,2/27/2024,3/11/2024,Food,79
388,Customer_49,8/27/2024,9/7/2024,Clothing,73
389,Customer_46,10/8/2024,10/12/2024,Clothing,55
390,Customer_8,12/1/2024,12/9/2024,Food,67
391,Customer_31,5/17/2024,5/28/2024,Food,42
392,Customer_34,7/15/2024,7/21/2024,Clothing,69
393,Customer_16,3/31/2024,4/13/2024,Food,67
394,Customer_22,7/18/2024,7/30/2024,Electronics,71
395,Customer_24,4/29/2024,5/4/2024,Books,58
396,Customer_19,6/18/2024,6/25/2024,Electronics,89
397,Customer_15,3/28/2024,4/1/2024,Books,48
398,Customer_32,6/18/2024,6/26/2024,Furniture,3
399,Customer_2,5/25/2024,5/29/2024,Books,73
400,Customer_4,5/19/2024,5/30/2024,Books,90
401,Customer_24,4/2/2024,4/15/2024,Food,10
402,Customer_6,3/3/2024,3/15/2024,Furniture,51
403,Customer_17,8/26/2024,8/29/2024,Electronics,38
404,Customer_40,11/1/2024,11/7/2024,Furniture,63
405,Customer_12,2/14/2024,2/27/2024,Books,6
406,Customer_49,10/7/2024,10/20/2024,Furniture,21
407,Customer_42,8/2/2024,8/15/2024,Furniture,69
408,Customer_14,8/19/2024,9/1/2024,Clothing,46
409,Customer_18,8/20/2024,8/24/2024,Food,68
410,Customer_19,12/22/2024,12/25/2024,Food,1
411,Customer_35,3/5/2024,3/7/2024,Furniture,46
412,Customer_21,1/18/2024,1/23/2024,Electronics,98
413,Customer_8,11/2/2024,11/4/2024,Electronics,24
414,Customer_22,4/30/2024,5/4/2024,Electronics,40
415,Customer_45,4/5/2024,4/14/2024,Books,87
416,Customer_12,10/16/2024,10/24/2024,Clothing,60
417,Customer_24,3/9/2024,3/19/2024,Books,96
418,Customer_2,1/10/2024,1/22/2024,Clothing,68
419,Customer_47,7/15/2024,7/22/2024,Clothing,15
420,Customer_8,5/30/2024,6/3/2024,Books,91
421,Customer_41,12/17/2024,12/23/2024,Furniture,51
422,Customer_49,6/12/2024,6/17/2024,Food,83
423,Customer_33,5/2/2024,5/11/2024,Books,69
424,Customer_21,12/12/2024,12/26/2024,Food,66
425,Customer_29,1/18/2024,1/30/2024,Food,58
426,Customer_18,10/9/2024,10/12/2024,Clothing,40
427,Customer_40,11/13/2024,11/17/2024,Clothing,58
428,Customer_5,11/12/2024,11/20/2024,Books,40
429,Customer_30,8/28/2024,9/6/2024,Books,98
430,Customer_33,2/24/2024,3/9/2024,Food,34
431,Customer_16,7/9/2024,7/12/2024,Food,4
432,Customer_28,5/11/2024,5/16/2024,Books,27
433,Customer_36,3/8/2024,3/17/2024,Books,14
434,Customer_12,6/28/2024,7/1/2024,Food,19
435,Customer_43,1/30/2024,2/4/2024,Furniture,5
436,Customer_6,6/17/2024,6/27/2024,Books,84
437,Customer_5,12/16/2024,12/23/2024,Electronics,69
438,Customer_15,6/29/2024,7/13/2024,Books,47
439,Customer_39,2/29/2024,3/6/2024,Clothing,79
440,Customer_24,8/12/2024,8/14/2024,Clothing,88
441,Customer_30,1/5/2024,1/9/2024,Food,32
442,Customer_1,3/26/2024,4/9/2024,Electronics,11
443,Customer_35,8/1/2024,8/4/2024,Books,72
444,Customer_46,2/24/2024,2/27/2024,Electronics,64
445,Customer_49,11/1/2024,11/7/2024,Electronics,46
446,Customer_44,2/19/2024,2/26/2024,Electronics,93
447,Customer_5,1/20/2024,1/29/2024,Clothing,24
448,Customer_23,5/11/2024,5/25/2024,Clothing,71
449,Customer_17,3/9/2024,3/16/2024,Books,39
450,Customer_19,8/12/2024,8/13/2024,Books,99
451,Customer_1,2/29/2024,3/1/2024,Books,54
452,Customer_34,12/27/2024,1/8/2025,Furniture,54
453,Customer_8,3/23/2024,3/24/2024,Books,95
454,Customer_12,6/14/2024,6/22/2024,Furniture,89
455,Customer_12,8/7/2024,8/14/2024,Books,34
456,Customer_2,9/26/2024,10/2/2024,Electronics,52
457,Customer_8,1/6/2024,1/7/2024,Food,21
458,Customer_25,2/27/2024,3/6/2024,Electronics,59
459,Customer_11,5/14/2024,5/16/2024,Food,46
460,Customer_46,11/24/2024,12/3/2024,Books,52
461,Customer_24,12/23/2024,12/28/2024,Clothing,57
462,Customer_10,5/23/2024,5/27/2024,Food,93
463,Customer_11,9/4/2024,9/9/2024,Electronics,62
464,Customer_8,12/23/2024,1/2/2025,Books,49
465,Customer_37,1/16/2024,1/24/2024,Clothing,37
466,Customer_33,7/30/2024,8/2/2024,Clothing,64
467,Customer_6,10/26/2024,11/5/2024,Books,18
468,Customer_35,3/25/2024,3/31/2024,Furniture,43
469,Customer_10,7/5/2024,7/18/2024,Books,98
470,Customer_11,10/23/2024,10/31/2024,Furniture,4
471,Customer_2,10/14/2024,10/24/2024,Food,12
472,Customer_40,3/22/2024,3/26/2024,Books,14
473,Customer_49,3/6/2024,3/20/2024,Food,85
474,Customer_6,10/5/2024,10/15/2024,Electronics,79
475,Customer_3,2/21/2024,2/26/2024,Food,32
476,Customer_36,11/8/2024,11/21/2024,Furniture,10
477,Customer_8,5/12/2024,5/26/2024,Food,57
478,Customer_24,7/21/2024,7/26/2024,Furniture,48
479,Customer_6,10/17/2024,10/20/2024,Books,24
480,Customer_8,9/3/2024,9/4/2024,Furniture,76
481,Customer_15,11/25/2024,12/2/2024,Books,53
482,Customer_12,5/15/2024,5/19/2024,Electronics,18
483,Customer_5,7/20/2024,7/24/2024,Furniture,92
484,Customer_47,1/2/2024,1/14/2024,Books,25
485,Customer_10,9/3/2024,9/12/2024,Books,52
486,Customer_36,8/28/2024,9/2/2024,Furniture,62
487,Customer_46,12/9/2024,12/17/2024,Clothing,16
488,Customer_18,3/20/2024,3/24/2024,Electronics,40
489,Customer_46,3/3/2024,3/8/2024,Electronics,92
490,Customer_5,1/4/2024,1/9/2024,Books,70
491,Customer_13,4/12/2024,4/19/2024,Books,35
492,Customer_6,5/22/2024,5/27/2024,Furniture,53
493,Customer_16,10/2/2024,10/4/2024,Books,33
494,Customer_45,4/23/2024,5/6/2024,Clothing,20
495,Customer_21,9/17/2024,10/1/2024,Clothing,44
496,Customer_32,4/8/2024,4/22/2024,Clothing,40
